Subject,Course,Name,Description,Credit Hours,Degree Attributes,CRN,Average Grade,Degree Attributes Codes
GER,201,German Popular Culture,"Introduction to the study of modern and contemporary german culture through examining examples of popular culture from the late-eighteenth century to the present. Looks at texts and films as a mirror and critique of modern German society. Topics to be discussed: nationalism, gender, ethnicity, minority cultures, Jewish life in Germany, German images of other cultures, etc. Course taught in English.",3,"['Humanities - Lit & Arts', ' Cultural Studies - Western course']",63431,,"[6, 8]"
GER,211,Conversation and Writing I,"Prerequisite: GER 104 or equivalent, or consent of instructor.",3,,39080,,
GER,212,Conversation and Writing II,"Continuation of GER 211. Prerequisite: GER 211 or equivalent, or consent of instructor.",3,,43204,,
GER,251,Grimm's Fairy Tales in Context,"Special attention is paid to the Grimms' tales in terms of traditional narrative genres, elements of life in early modern Europe, and versions from Italy and France as well as Germany. Course is conducted in English. Same as CWL 254 and ENGL 266. Credit is not given for both GER 251 and GER 250.",3,"['Humanities - Lit & Arts', ' Cultural Studies - Western course']",60015,3.562,"[6, 8]"
GER,261,The Holocaust in Context,"Examines cultural representations of the Holocaust in literature, film, and critical essays. Same as CWL 273, ENGL 269, and JS 261. Credit is not given for both GER 261 and GER 260.",3,"['Humanities - Lit & Arts', ' Cultural Studies - Western course']",60039,3.44,"[6, 8]"
GER,321,German for Economics,"German language as used in professional contexts involving economic matters: texts and documents relating to forms of enterprises and their financing, to macroeconomic structures of domestic and foreign trade, and to reports on the economies of German-speaking countries. Prerequisite: GER 320 or consent of instructor.",3,,33579,,
GER,331,Intro to German Literature,"Introductory study of representative works (prose, drama, lyric) by outstanding German, Austrian, and Swiss writers of the modern period. Prerequisite: Two years of college German or equivalent.",3,['Humanities - Lit & Arts course'],39105,,[6]
GER,420,German Cultural History,"A general introduction to German culture from the pre-Christian period to the twenty-first century, focusing on the tension between forces of history and modernization in German culture. Course materials include literary and philosophical texts, film, painting, and music. Particular attention will be paid to the role of art in society. 4 undergraduate hours. 4 graduate hours. Prerequisite: One 200-level German course and GER 331; or consent of instructor.",4,,50381,,
GER,465,German Linguistics,"Linguistic analysis of Germanic languages in historical, geographic, and social context. Taught in German or English, depending on topic. 3 undergraduate hours. 3 graduate hours. May be repeated in separate terms, as topics vary, to a maximum of 6 hours. Prerequisite: When the course is taught in English, there are no prerequisites. When the course is taught in German, the recommendation is GER 212 or consent of the instructor.",3,,58484,,
GER,470,Middle Ages to Baroque,"Literary, thematic, cultural, and bibliographical analysis of the major authors, works, genres, and movements in German literature from 750-1720. Same as MDVL 470. 3 undergraduate hours. 3 graduate hours. May be repeated in separate terms to a maximum of 6 hours if topics vary.",3,,45143,,
GER,473,1920s to Today,"Literary, thematic, cultural, and bibliographical analysis of the major authors, works, genres, and movements in German literature from 1920 to the present. 3 undergraduate hours. 3 graduate hours. May be repeated to a maximum of 6 undergraduate hours or 6 graduate hours if topic varies.",3,,55521,,
GER,496,Special Topics German Studies,"Intensive study of restricted topics in German language, literature, and culture. 3 undergraduate hours. 3 graduate hours. May be repeated as topics vary to a maximum of 9 undergraduate hours or 8 graduate hours. Prerequisite: Three years of college German or equivalent.",3,,10291,,
GER,571,Medieval German Studies,"Seminar in selected genres, themes, or authors of the Middle Ages. Epic, lyric, and didactic works in prose and verse are read in the original language. Same as MDVL 571. 4 graduate hours. No professional credit. May be repeated to a maximum of 12 hours if topics vary.",4,,39100,,
GER,573,18thC German Studies,"Seminar in selected genres, themes, or authors of the eighteenth century. 4 graduate hours. No professional credit. May be repeated in separate semesters to a maximum of 12 hours if topics vary.",4,,48400,,
GER,576,Open Seminar in German Studies,"Seminar in literary phenomena (such as movements, genres and forms, relations, themes and types, interdisciplinary studies, women's studies) that go beyond the confines of a particular century. 4 graduate hours. No professional credit. May be repeated in separate semesters to a maximum of 12 hours if topics vary.",4,,43209,,
GGIS,101,Global Development &amp; Environment,"Introduces geographical perspectives on environment and development studies with case studies drawn from Africa, Asia, and Latin America. Investigates the origins of the global South in relation to the global North, especially the historical and contemporary processes driving environmental, economic, and cultural change.",3,"['Cultural Studies - Non-West', ' Social & Beh Sci - Soc Sci course']",74129,,"[8, 1]"
