Subject,Course,Name,Description,Credit Hours,Degree Attributes,CRN,Average Grade,Degree Attributes Codes
ACE,210,Environmental Economics,"Economic issues surrounding environmental quality, including: costs and benefits of environmental protection; economics of environmental policies (such as those dealing with toxics, water, and air pollution, and municipal solid waste); and economics of international environmental problems (such as ozone depletion and climate change). Same as ECON 210, ENVS 210, NRES 210, and UP 210.",3 hours.,['Social & Beh Sci - Soc Sci course'],30522,2.72,[1]
ACE,231,Food and Agribusiness Mgt,"Overview of management in the food and agribusiness sector. Major topics covered include: introduction to the food and agribusiness sector; the environment of the firm; fundamentals, structural design, and change in organizations; leadership, motivation, communication; and planning and control. Coverage is at the introductory level with a focus on textbook material and current issues.",3 hours.,,55458,3.21,
ACE,232,Farm Management,"Economic principles are applied to the management of farms using budgeting system analysis, record analysis, financial management, and lease analysis. Problems related to resource appraisal and business organization are also addressed.",3 hours.,,30577,2.95,
ACE,240,Personal Financial Planning,"Examines principles of financial planning applied to individuals and households, with attention to organizing and analyzing financial information, budgeting, acquiring financial assets, managing credit, planning for taxes, investments, risk management, retirement, and estate planning. Prerequisite: Sophomore standing or consent of instructor.",3 hours.,,55444,3.553333333333333,
ACE,251,The World Food Economy,"Examination of global food production, consumption, and trade; problems of hunger and population; the role of agricultural development, trade, and aid in relieving hunger. Prerequisite: ACE 100 or ECON 102 or consent of instructor.",3 hours.,"['Grand Challenge-Sustainability', ' Cultural Studies - Non-West', ' Social & Beh Sci - Soc Sci course']",41416,3.31,"[4, 12, 1]"
ACE,255,Economics of Food and Environmental Justice,"Access to food and a healthy environment varies across rural/urban location, race, gender, and income in the U.S. Students in this course will analyze questions of ""food justice"" and ""environmental justice"" through the lens of economic theory. Students will learn important concepts in the scholarship of minority cultures, learn facts about how food security and experience of environmental quality varies among groups in the U.S., and learn how to use economic theory to understand those patterns and analyze policies to correct inequities.",3 hours.,"['Social & Beh Sci - Soc Sci', ' Cultural Studies - US Minority course']",67438,3.68,"[1, 12]"
ACE,262,Applied Statistical Methods and Data Analytics I,"Statistics is a key tool in the data analysis process, which involves data collection, data description, data analysis, and results interpretation. ACE 262 discusses how to collect data and how to analyze these data using descriptive statistics. Descriptive statistics help summarize the data in a meaningful way and identify possible patterns. The course also introduces random variables, probability distributions, hypothesis testing, simple linear regression, and the theoretical underpinnings of these concepts. An emphasis is placed on examples from the field of economics, but other areas are represented as well. Course content enhances students’ critical thinking skills and their ability to apply appropriate models to professional and everyday problems. Credit is not given toward graduation for ACE 262 if credit for any of ECON 202, CPSC 241, STAT 100, or equivalent has been earned.",3 hours.,['Quantitative Reasoning I course'],70716,2.97,[14]
ACE,264,Applied Statistical Methods &amp; Data Analytics 2,Offers the statistical and econometric tools to describe and understand common economic issues. The emphasis will be on the multiple regression model and its associated extensions regularly used to overcome traditional econometric issues. The course will introduce and use an advanced statistical software for hands-on exercises. No prior experience with the software is expected or required. Credit is not given for ACE 264 if credit for ECON 203 or equivalent has been earned. Prerequisite: MATH 124 or MATH 125; ACE 262.,3 hours.,,70717,3.41,
ACE,270,Consumer Economics,Introduction to the study of the consumer in the American economy; sources of consumer information and consumer protection; and examination of current consumer issues within an economic framework.,3 hours.,,30581,2.97,
ACE,293,Off-Campus Internship,"Supervised, off-campus experience in a field directly pertaining to a subject matter in agricultural and consumer economics. Approved for S/U grading only. May be repeated, up to 4 hours in the same semester, to a maximum of 10 hours. Independent Study courses are limited to 12 hours total applying to a degree in ACES. Prerequisite: Sophomore standing, cumulative GPA of 2. 5 or above at the time the internship is arranged, and consent of instructor.",1 TO 4 hours.,,10044,,
ACE,294,On-Campus Internship,"Supervised, on-campus, learning experience with faculty engaged in research. Approved for S/U grading only. May be repeated up to 4 hours in a semester, to a maximum of 10 hours. Credit is not given for more than a total of 12 hours of Independent Study (IND) courses applying to a degree in ACES. Prerequisite: Sophomore standing, cumulative GPA of 2. 5 or above at the time the internship is arranged, and consent of instructor.",1 TO 4 hours.,,10057,,
ACE,295,Independent Study,"Individual or small group research, special problems, or other studies under the supervision of an appropriate member of the faculty. Approved for both letter and S/U grading. May be repeated in the same or subsequent terms as topics vary. May be repeated up to 4 hours in a semester, but no more than 12 hours of special problems, research, thesis and/or individual studies may be counted toward the degree. Prerequisite: Junior standing, cumulative GPA of 2.5 or above at the time the activity is arranged, and consent of instructor.",1 TO 4 hours.,,44335,,
